question,solution
bản sao của danh sách gốc với hai chức năng i. lặp lại và trình tự,"class CustomListIter:
    """"""
    This is the space to do documentation related to class.
    """"""
    def __init__(self):
        self.list_ = [1,2,3,4]

    def __len__(self):
        return len(self.list_)

    def __getitem__(self, i):
        if isinstance(i, int):
            if i<0:
                i = len(self.list_) + i

            if i<0 or i>=len(self.list_):
                raise IndexError('Invalid Input')
            else:
                return self.list_[i]

    def __iter__(self):
        return self.CustomListIterator(self)

    class CustomListIterator:
        def __init__(self, other):
            self.count = 0
            self.other = other

        def __iter__(self):
            return self

        def __next__(self):
            if self.count < len(self.other.list_):
                self.count += 1
                return self.other.list_[self.count]
            else:
                raise StopIteration


"
viết một lớp hoạt động giống như các hình vuông và sẽ in các hình vuông của các giá trị cũng như loại trình tự tùy chỉnh.,"class Square:
    def __init__(self, n):
        self.n = n

    def __iter__(self):
        return self.show_sq(self.n)

    @staticmethod
    def show_sq(n):
         for i in range(n):
             yield i**2

    def __getitem__(self, i):
       if isinstance(i, int):
            if i < = self.n:
                print(i**2)
            else:
                raise ValueError('Index out of bound')


"
fibonaaci sử dụng máy phát điện,"def fibo(n):
    x = 0
    yield x
    y = 1
    yield y
    for i in range(n-1):
        x, y = y, x+y
        yield y


"
Hàm tính số Fibonacci thứ n,"  
def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    elif n==0: 
        return 0
    elif n==1: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 
  
print(Fibonacci(9)) 

"
viết chương trình python để thêm hai danh sách có cùng độ dài.,"def add_two_list_items():
    num1 = [1,2,3]
    num2 = [4,5,6]
    sum = num1 + num2
    print(f'Sum: {sum}')


"
viết chương trình python để cộng số từ hai danh sách nếu mục danh sách đầu tiên là số chẵn và mục danh sách thứ hai là số lẻ.,"def add_two_lists_even_odd(l1, l2):
    new = []
    for x, y in zip(l1, l2):
        if l1%2 == 0 and l2%2 != 0:
            new.append(x+y)
    return new

"
viết chương trình python Chuyển đổi KM/H sang MPH,"kmh = 50
mph =  0.6214 * kmh
print(""Speed:"", kmh, ""KM/H = "", mph, ""MPH"")

"
viết chương trình tìm và in ra số nhỏ nhất trong 3 số,"num1 = 100
num2 = 200
num3 = 300
if (num1 <= num2) and (num1 <= num3):
    smallest = num1
elif (num2 <= num1) and (num2 <= num3):
    smallest = num2
else:
    smallest = num3
print(f'smallest:{smallest}')

"
viết hàm sắp xếp danh sách,"raw_list = [-5, -23, 5, 0, 23, -6, 23, 67]
sorted_list = []
while raw_list:
    minimum = raw_list[0]   
    for x in raw_list: 
        if x < minimum:
            minimum = x
    sorted_list.append(minimum)
    raw_list.remove(minimum)    

print(soreted_list)

"
viết hàm in thời gian chạy một hàm,"import time
def time_it(fn, *args, repetitons= 1, **kwargs):
    start = time.perf_counter()
    if (repetitons <= 0):
        raise ValueError(""repetitions should be greater that 0"")
    if (not(isinstance(repetitons,int))):
        raise ValueError(""Repetions must be of type Integer"")
    for _ in range(repetitons):
        fn(*args, **kwargs)
    stop = time.perf_counter()
    return ((stop - start)/repetitons)



"
viết hàm python tính lãi đơn giản,"def simple_interest(p,t,r): 
   
    si = (p * t * r)/100
    return si 

"
viết chương trình python để in tất cả các số nguyên tố trong một khoảng thời gian,"start = 11
end = 25
 
for i in range(start,end):
  if i>1:
    for j in range(2,i):
        if(i % j==0):
            break
    else:
        print(i)

"
viết một hàm python để triển khai một bộ đếm nhằm ghi lại số lần từ đó được lặp lại bằng cách sử dụng khái niệm đóng,"def word_counter():
    counter = {}
    def count(word):
        counter[word] = counter.get(word, 0) + 1
        return counter[word]
    return count

"
viết chương trình python để kiểm tra và in xem một chuỗi có phải là palindrome hay không,"st = 'malayalam'
j = -1
flag = 0
for i in st:
    if i != st[j]:
      j = j - 1
      flag = 1
      break
    j = j - 1
if flag == 1:
    print(""Not a palindrome"")
else:
    print(""It is a palindrome"")

"
viết hàm python để tìm URL từ chuỗi đầu vào bằng biểu thức chính quy,"import re 
def Find(string): 
    regex = r""(?i)\b((?:https?://|www\d{0,3}[.]|[a-z0-9.\-]+[.][a-z]{2,4}/)(?:[^\s()<>]+|\(([^\s()<>]+|(\([^\s()<>]+\)))*\))+(?:\(([^\s()<>]+|(\([^\s()<>]+\)))*\)|[^\s`!()\[\]{};:'\"".,<>?«»“”‘’]))""
    url = re.findall(regex,string)       
    return [x[0] for x in url] 
      
"
viết chương trình python để tìm N phần tử lớn nhất trong danh sách,"l = [1000,298,3579,100,200,-45,900] 
n = 4
l.sort() 
print(l[-n:])

"
viết chương trình python để thêm hai danh sách bằng bản đồ và lambda,"nums1 = [1, 2, 3]
nums2 = [4, 5, 6]
result = map(lambda x, y: x + y, nums1, nums2)
print(list(result))

"
viết hàm python để kiểm tra sự bằng nhau của các số thực,"def float_equality_testing(a, b):
    
    rel_tol = 1e-12
    abs_tol = 1e-05
    return abs(a-b) <= max(rel_tol * max(abs(a), abs(b)), abs_tol)

"
viết hàm python để tính toán vùng_đa giác,"def polygon_area( side_length, sides = 3):
    if(sides < 3 or sides > 6 ):
        raise ValueError(""number of sides must be greater than 2 and less than 7"")
    if(side_length < 0 ):
        raise ValueError(""side length must be positive"")

    return sides * (side_length ** 2) / (4 * tan(pi / sides))

"
viết chương trình python để lấy các phần tử tích cực từ danh sách danh sách đã cho,"Input = [[10, -11, 222], [42, -222, -412, 99, -87]] 
temp = map(lambda elem: filter(lambda a: a>0, elem), Input) 
Output = [[a for a in elem if a>0] for elem in temp] 

"
viết chương trình xóa các bộ dữ liệu trống khỏi danh sách,"def Remove(tuples): 
    tuples = filter(None, tuples) 
    return tuples 
"
viết chương trình python để tìm tổng tích lũy của một danh sách,"list=[10,20,30,40,50]
new_list=[] 
j=0
for i in range(0,len(list)):
    j+=list[i]
    new_list.append(j) 
     
print(new_list) 

"
viết hàm python để chuyển đổi danh sách thành chuỗi,"s = ['I', 'want', 4, 'apples', 'and', 18, 'bananas'] 
listToStr = ' '.join(map(str, s)) 
print(listToStr)

"
viết chương trình python để hợp nhất 2 từ điển,"x = {'a' : 1, 'b' : 2, 'c' : 3}
y = {'x' : 10, 'y' : 20, 'z' : 30 }
z = {**x , **y}

"
viết mã python để triển khai hàm Sigmoid,"import math
def sigmoid(x):
  return 1 / (1 + math.exp(-x))

"
viết mã python để triển khai hàm RELU,"def relu(array):
    return [max(0,i) for i in array if(isinstance(i, int) or isinstance(i, float))]

"
viết hàm python để kiểm tra xem số đã cho có phải là fibonacci hay không,"def fiboacci_number_check(n):
    if(isinstance(n,int)):
        result = list(filter(lambda num : int(math.sqrt(num)) * int(math.sqrt(num)) == num, [5*n*n + 4,5*n*n - 4] ))
        return bool(result) 
    else:
        raise TypeError(""Input should be of type Int"") 

"
viết chương trình python để loại bỏ tất cả các nguyên âm trong một chuỗi,"string = ""Remove Vowel""
vowel = ['a', 'e', 'i', 'o', 'u']
"""".join([i for i in string if i not in vowel])

"
viết chương trình python để đưa ra số fibonacci tiếp theo,"
    num_1, num_2,count = 0, 1,0

    def next_fibbonacci_number() :
    
        nonlocal num_1, num_2, count

        if(count == 0):
            count+=1
            return 0
        elif(count==1):
            count+=1
            return num_2
        else:
            num_1, num_2 = num_2, num_1+num_2
            return num_2

    return next_fibbonacci_number
    
"
viết hàm python để tính giai thừa của một số cho trước,"def factorial(n):
    fact = 1
    for num in range(2, n + 1):
        fact = fact * num
    return(fact)
    
"
"viết chương trình python sẽ tìm tất cả các số chia hết cho 7 nhưng không phải là bội số của 5, trong khoảng từ 2000 đến 3200 (bao gồm cả hai)","l=[]
for i in range(2000, 3201):
    if (i%7==0) and (i%5!=0):
        l.append(str(i))

print(','.join(l))

"
viết chương trình python để tạo một số ngẫu nhiên trong khoảng từ 0 đến 9,"import csv
def read_csv(input_file):
    with open(input_file) as csv_file:
        csv_reader = csv.reader(csv_file, delimiter=',')
        for row in csv_reader:
                print(f'{row}')
                break

"
viết chương trình python để tạo số ngẫu nhiên,"import random
print(random.randint(0,9))

"
viết chương trình python để kiểm tra năm nhuận,"year = 2000
if (year % 4) == 0:
   if (year % 100) == 0:
       if (year % 400) == 0:
           print(f""{year} is a leap year"")
       else:
           print(f""{year} is not a leap year"")
   else:
       print(f""{year} is a leap year"")
else:
   print(f""{year} is not a leap year"")

"
viết hàm python để tính toán LCM,"def compute_lcm(x, y):
   if x > y:
       greater = x
   else:
       greater = y

   while(True):
       if((greater % x == 0) and (greater % y == 0)):
           lcm = greater
           break
       greater += 1

   return lcm
"
viết hàm python để tính gcd,"def compute_gcd(x, y):

   while(y):
       x, y = y, x % y
   return x

"
viết chương trình python để xóa dấu câu khỏi chuỗi,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, he said ---and went.""
no_punct = """"
for char in my_str:
   if char not in punctuations:
       no_punct = no_punct + char
print(no_punct)

"
viết hàm python để Tìm Hash của Tệp,"import hashlib
def hash_file(filename):

   h = hashlib.sha1()
   with open(filename,'rb') as file:
       chunk = 0
       while chunk != b'':
           chunk = file.read(1024)
           h.update(chunk)
   return h.hexdigest()
   
"
viết chương trình python để tìm kích thước (độ phân giải) của hình ảnh JPEG và in nó,"def jpeg_res(filename):
   with open(filename,'rb') as img_file:
       img_file.seek(163)

       a = img_file.read(2)

       # calculate height
       height = (a[0] << 8) + a[1]

       # next 2 bytes is width
       a = img_file.read(2)

       # calculate width
       width = (a[0] << 8) + a[1]

   print(""The resolution of the image is"",width,""x"",height)

"
